CARD Accession (4571),Protein Accession,Description,Resistance Mechanism,Drug Class
ARO:3003723,KTE89608.1,glycopeptide resistance gene cluster;van ligase,target alteration,glycopeptide antibiotic
ARO:3003724,BAE83690.1,glycopeptide resistance gene cluster;vanW,target alteration,glycopeptide antibiotic
ARO:3003725,ACL19707.1,glycopeptide resistance gene cluster;vanX,target alteration,glycopeptide antibiotic
ARO:3003727,BAE85481.1,glycopeptide resistance gene cluster;vanK,target alteration,glycopeptide antibiotic
ARO:3003728,BAE85478.1,glycopeptide resistance gene cluster;vanR,target alteration,glycopeptide antibiotic
ARO:3003730,ADP36409.1,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),target alteration,mupirocin
ARO:3003731,ASE57902.1,Target protecting FusB-type protein conferring resistance to Fusidic acid,target protection,fusidic acid
ARO:3003733,CAG41812.1,Target protecting FusB-type protein conferring resistance to Fusidic acid,target protection,fusidic acid
ARO:3003741,ABI20451.1,macrolide phosphotransferase (MPH),product inactivation,macrolide antibiotic
ARO:3003742,BAL43359.1,macrolide phosphotransferase (MPH),product inactivation,macrolide antibiotic
ARO:3003744,AAF63432,streptogramin vat acetyltransferase,product inactivation,streptogramin antibiotic
ARO:3003745,BAL43360.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,macrolide antibiotic
ARO:3003746,AKA86814,ABC-F ATP-binding cassette ribosomal protection protein,target protection,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic
ARO:3003748,AAA26793,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,macrolide antibiotic
ARO:3003749,AGN74946,ABC-F ATP-binding cassette ribosomal protection protein,target protection,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic
ARO:3003762,AGT57825,lincosamide nucleotidyltransferase (LNU),product inactivation,lincosamide antibiotic
ARO:3003767,AMR06225.1,macrolide phosphotransferase (MPH),product inactivation,macrolide antibiotic
ARO:3003770,CAC99773.1,defensin resistant mprF,target alteration,peptide antibiotic
ARO:3003772,Q8FW76,defensin resistant mprF,target alteration,peptide antibiotic
ARO:3003773,ABG86067.1,defensin resistant mprF,target alteration,peptide antibiotic
ARO:3003774,AAN00989.1,defensin resistant mprF,target alteration,peptide antibiotic
ARO:3003785,AAN28945,antibiotic-resistant murA transferase,target alteration,fosfomycin
ARO:3003793,CAD37801.1,SPM beta-lactamase,product inactivation,carbapenem
ARO:3003796,ACJ42146.1,ampC-type beta-lactamase,product inactivation,cephalosporin;penam
ARO:3003801,ALV80601.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,bicyclomycin
ARO:3003811,ALX99516.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,glycylcycline;tetracycline antibiotic
ARO:3003835,CAE00499.1,multidrug and toxic compound extrusion (MATE) transporter,efflux pump,acridine dye;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic
ARO:3003836,CAA76544.1,small multidrug resistance (SMR) antibiotic efflux pump,efflux pump,disinfecting agents and intercalating dyes
ARO:3003838,ANK04027.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam
ARO:3003841,AAC73788.1,kdpDE,efflux pump,aminoglycoside antibiotic
ARO:3003842,AKN19901.1,MUS beta-lactamase,product inactivation,carbapenem
ARO:3003847,CAB77444.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003848,AAO43172.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003849,AAO59456.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003850,AAO59457.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003851,CAE00827.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003852,AUD40659.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003853,AAT70411.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003854,CAL25116.3,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003855,ABI18382.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003856,CAK95249.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003857,CAK95248.2,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003858,CAK95247.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003859,CAK95246.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003860,CAK95245.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003861,CAK95244.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003862,CAK95243.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003863,CAK95242.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003864,CAK95241.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003865,CAK95240.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003866,CAK95239.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003867,CAK95238.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003868,ABK34773.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003870,ADX04315.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003871,ACC95874.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003872,ACN62070.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003873,ACN62071.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003874,ACN62072.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003876,ACN62073.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003878,AEG47700.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003879,AFI56570.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003880,ALA14809.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003881,ALA14810.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003882,ALA14811.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003883,ALA14812.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003884,ALA14813.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003885,ALA14814.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003886,WP_029424536.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003887,ALA14816.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003888,EXE65374.1,ADC beta-lactamase without carbapenemase activity,product inactivation,cephalosporin
ARO:3003894,AGU01679.2,Rm3 family beta-lactamase,product inactivation,carbapenem;cephalosporin;penam
ARO:3003905,ADA62098.1,ANT(4'),product inactivation,aminoglycoside antibiotic
ARO:3003907,ACX65640.1,Cfr 23S ribosomal RNA methyltransferase,target alteration,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
ARO:3003908,ANZ79476.1,Erm 23S ribosomal RNA methyltransferase,target alteration,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
ARO:3003918,CBL58181.1,amp acetyltransferase,product inactivation,aminoglycoside antibiotic
ARO:3003920,BAG33043.1,lipid A phosphatase,target alteration,peptide antibiotic
ARO:3003922,AAP43109.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic
ARO:3003923,AAP43110.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic
ARO:3003942,XP_753111.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,cephalosporin;penam;peptide antibiotic
ARO:3003948,WP_104671188.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic
ARO:3003949,CDO61516.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic
ARO:3003950,AAC74000.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,nitroimidazole antibiotic
ARO:3003952,AAC75271.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,peptide antibiotic
ARO:3003953,ADO96486.1,multidrug and toxic compound extrusion (MATE) transporter,efflux pump,acridine dye;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic
ARO:3003954,BAG75524.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic;macrolide antibiotic
ARO:3003955,CCP45647.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,isoniazid;rifamycin antibiotic
ARO:3003961,AAF40763.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,antibacterial free fatty acids
ARO:3003962,AAF40764.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,antibacterial free fatty acids
ARO:3003964,AAD08227.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic;nitroimidazole antibiotic;tetracycline antibiotic
ARO:3003967,AAC43550.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic
ARO:3003969,ABF33001.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic;tetracycline antibiotic
ARO:3003971,CDL65151.1,Erm 23S ribosomal RNA methyltransferase,target alteration,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
ARO:3003980,APB03214.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3003981,APB03215.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3003982,APB03216.1,Llm 23S ribosomal RNA methyltransferase,target alteration,lincosamide antibiotic
ARO:3003983,APB03217.1,chloramphenicol acetyltransferase (CAT),product inactivation,phenicol antibiotic
ARO:3003984,APB03218.1,Bah amidohydrolase,product inactivation,peptide antibiotic
ARO:3003986,APB03219.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,pleuromutilin antibiotic
ARO:3003987,APB03220.1,streptogramin vat acetyltransferase,product inactivation,streptogramin antibiotic
ARO:3003988,APB03221.1,AAC(2'),product inactivation,aminoglycoside antibiotic
ARO:3003989,APB03223.1,AAC(6'),product inactivation,aminoglycoside antibiotic
ARO:3003990,APB03225.1,streptogramin vgb lyase,product inactivation,streptogramin antibiotic
ARO:3003991,APB03226.1,macrolide phosphotransferase (MPH),product inactivation,macrolide antibiotic
ARO:3003992,APB03222.1,rifampin phosphotransferase,product inactivation,rifamycin antibiotic
ARO:3003994,APB03224.1,cpa acetyltransferase,product inactivation,aminoglycoside antibiotic
ARO:3004032,AET10444.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3004033,AET10445.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3004035,ANZ79240.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3004036,ANZ79241.1,ATP-binding cassette (ABC) antibiotic efflux pump,efflux pump,tetracycline antibiotic
ARO:3004038,AAG08375.1,small multidrug resistance (SMR) antibiotic efflux pump,efflux pump,aminoglycoside antibiotic
ARO:3004039,CAA77936.1,small multidrug resistance (SMR) antibiotic efflux pump,efflux pump,macrolide antibiotic
ARO:3004041,CAC41008.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan
ARO:3004042,ABG77965.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan
ARO:3004043,AAC73565.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan
ARO:3004054,SIP52035.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic
ARO:3004056,AAG07106.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic
ARO:3004063,AHH86051.1,Edeine acetyltransferase,product inactivation,peptide antibiotic;polyamine antibiotic
ARO:3004072,AAG05913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
ARO:3004073,AAG05916.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
ARO:3004074,AAG05915.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
ARO:3004075,AAG05914,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
ARO:3004077,AAG04750.1,multidrug and toxic compound extrusion (MATE) transporter,efflux pump,aminoglycoside antibiotic;benzalkonium chloride;fluoroquinolone antibiotic
ARO:3004085,APU52409.1,lincosamide nucleotidyltransferase (LNU),product inactivation,lincosamide antibiotic
ARO:3004086,EPF73263,APH(3'),product inactivation,aminoglycoside antibiotic
ARO:3004087,ENV34035,APH(3'),product inactivation,aminoglycoside antibiotic
ARO:3004089,CAA26199.1,ANT(3''),product inactivation,aminoglycoside antibiotic
ARO:3004090,ENU91137,ANT(3''),product inactivation,aminoglycoside antibiotic
ARO:3004091,ENU37733,ANT(3''),product inactivation,aminoglycoside antibiotic
ARO:3004092,AMY61250.1,HMB beta-lactamase,product inactivation,carbapenem
ARO:3004093,AOT73359.1,NDM beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin;penam
ARO:3004094,CZT31773.1,Erm 23S ribosomal RNA methyltransferase,target alteration,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
ARO:3004099,CAH14032.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,macrolide antibiotic
ARO:3004100,CAH14033.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump,macrolide antibiotic
ARO:3004102,WP_063964000.1,16S rRNA methyltransferase (A1408),target alteration,aminoglycoside antibiotic
ARO:3004103,ACF70723.1,major facilitator superfamily (MFS) antibiotic efflux pump,efflux pump,fluoroquinolone antibiotic
ARO:3004105,CBY88906.1,TMB beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin
ARO:3004106,BAM73613.1,TMB beta-lactamase,product inactivation,carbapenem;cephalosporin;cephamycin
ARO:3004107,AAG05661.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,efflux pump; target alteration,acridine dye;cephalosporin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan
